F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,3,1234,1,4,240,1,59,0.6607142857142857,32,17,0.53125,1.0,0,1,
5,14,1234,1,4,240,1,59,0.9146919431279621,131,57,0.4351145038167939,0.6,4,1,
5,14,1234,1,4,240,1,59,0.919431279620853,131,57,0.4351145038167939,0.8,4,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,5,202,1,6,20,1,9,0.36666666666666664,75,61,0.8133333333333334,1.0,0,1,
0,5,202,1,4,20,1,9,0.4533333333333333,75,61,0.8133333333333334,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
13,19,743,1,0,28,4,6,0.4189453125,764,173,0.22643979057591623,1.0,1,1,
6,27,70,2,4,44,1,10,0.01073812518138725,30657,224,0.00730665100955736,0.6666666666666666,0,1,
6,27,70,2,4,44,1,10,0.9595627358034245,30657,224,0.00730665100955736,0.6666666666666666,0,1,
6,27,70,2,4,44,1,10,0.07126503498758505,30657,224,0.00730665100955736,0.6666666666666666,0,1,
18,27,70,2,4,44,1,10,0.9555319080326335,30657,224,0.00730665100955736,0.8888888888888888,0,1,
74,27,70,2,9,44,1,10,0.9885132302661567,30657,224,0.00730665100955736,0.02702702702702703,0,0,
3,27,70,2,4,44,1,10,0.9745574151107671,30657,224,0.00730665100955736,0.6666666666666666,0,1,
12,27,70,2,3,44,2,10,0.9728805907581181,30657,224,0.00730665100955736,0.5499999999999999,0,1,
3,27,70,2,4,44,1,10,0.973461029957112,30657,224,0.00730665100955736,0.6666666666666666,0,1,
0,27,70,2,3,44,1,10,0.9681725839218341,30657,224,0.00730665100955736,1.0,0,1,
42,6,70,1,10,44,13,10,0.8188405797101449,91,34,0.37362637362637363,0.6607142857142857,5,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
50,11,277,1,8,23,15,7,0.4793388429752066,197,122,0.6192893401015228,0.42,2,1,
50,11,277,1,8,23,15,7,0.4793388429752066,197,122,0.6192893401015228,0.42,2,1,
50,11,277,1,8,23,15,7,0.4793388429752066,197,122,0.6192893401015228,0.42,2,1,
50,11,277,1,8,23,15,7,0.4793388429752066,197,122,0.6192893401015228,0.42,2,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
21,2,141,1,10,19,7,10,0.7252747252747253,51,28,0.5490196078431373,0.6190476190476191,0,1,
0,2,141,1,2,19,1,10,0.43956043956043955,51,28,0.5490196078431373,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,3,141,1,0,19,1,10,0.18055555555555555,92,69,0.75,1.0,0,0,
0,3,141,1,2,19,1,10,0.23333333333333334,92,69,0.75,1.0,0,1,
0,3,141,1,2,19,1,10,0.20555555555555555,92,69,0.75,1.0,0,1,
0,3,141,1,6,19,1,10,0.17777777777777778,92,69,0.75,1.0,0,1,
0,3,141,1,6,19,1,10,0.19444444444444445,92,69,0.75,1.0,0,1,
0,3,141,1,6,19,1,10,0.16111111111111112,92,69,0.75,1.0,0,1,
12,11,587,1,3,64,1,11,0.4144486692015209,182,48,0.26373626373626374,0.25,0,0,
44,11,587,1,4,64,8,11,0.5703422053231939,182,48,0.26373626373626374,0.13636363636363635,22,1,
220,11,587,1,7,64,36,11,0.6448669201520912,182,48,0.26373626373626374,0.07727272727272727,22,0,
210,3,587,1,9,64,35,11,0.5485436893203883,136,54,0.39705882352941174,0.28611111111111115,62,0,
5,3,587,1,0,64,4,11,0.48,40,29,0.725,1.0,2,1,
5,3,587,1,0,64,4,11,0.48,40,29,0.725,1.0,2,1,
7,3,587,1,4,64,1,11,0.5702479338842975,55,53,0.9636363636363636,0.2857142857142857,0,1,
12,19,587,1,0,64,1,11,0.32447817836812143,332,143,0.4307228915662651,1.0,0,1,
19,19,587,1,4,64,7,11,0.9032258064516129,332,143,0.4307228915662651,0.3157894736842105,0,1,
12,19,587,1,3,64,1,11,0.2618595825426945,332,143,0.4307228915662651,0.25,0,0,
44,19,587,1,4,64,6,11,0.3605313092979127,332,143,0.4307228915662651,0.13636363636363635,0,1,
12,19,587,1,0,64,1,11,0.3092979127134725,332,143,0.4307228915662651,1.0,0,1,
12,19,587,1,0,64,1,11,0.32447817836812143,332,143,0.4307228915662651,1.0,0,1,
220,19,587,1,7,64,26,11,0.4045540796963947,332,143,0.4307228915662651,0.08716577540106951,0,0,
14,19,587,1,0,64,6,11,0.8387096774193549,332,143,0.4307228915662651,1.0,3,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,6,170,2,5,22,1,7,0.9387755102040817,88,39,0.4431818181818182,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
3,11,146,1,4,85,1,11,0.6129032258064516,66,39,0.5909090909090909,0.6666666666666666,0,1,
5,11,146,1,4,85,1,11,0.49193548387096775,66,39,0.5909090909090909,0.6,0,1,
10,11,146,1,4,85,3,11,0.5725806451612904,66,39,0.5909090909090909,0.8,0,1,
5,13,146,1,4,85,1,11,0.6222222222222222,75,40,0.5333333333333333,0.6,0,1,
3,13,146,1,4,85,1,11,0.6666666666666666,75,40,0.5333333333333333,0.6666666666666666,0,1,
5,13,146,1,4,85,1,11,0.45185185185185184,75,40,0.5333333333333333,0.6,0,1,
10,13,146,1,4,85,3,11,0.5259259259259259,75,40,0.5333333333333333,0.8,0,1,
3,3,146,1,4,85,1,11,0.9591836734693877,13,30,2.3076923076923075,0.6666666666666666,0,1,
16,14,146,1,5,85,3,11,0.9705882352941176,255,170,0.6666666666666666,0.21875,3,0,
22,16,146,1,9,85,5,11,0.8900523560209425,273,69,0.25274725274725274,0.5606060606060607,0,1,
6,16,146,1,6,85,2,11,0.6570680628272252,273,69,0.25274725274725274,0.5,0,1,
16,16,146,1,4,85,3,11,0.9528795811518325,273,69,0.25274725274725274,0.603125,11,1,
12,22,146,3,4,85,1,11,0.5284431137724551,415,177,0.42650602409638555,0.5416666666666666,0,1,
0,22,146,3,0,85,1,11,0.811377245508982,415,177,0.42650602409638555,1.0,0,1,
0,22,146,3,0,85,1,11,0.7784431137724551,415,177,0.42650602409638555,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,4,485,1,8,35,18,14,0.4782608695652174,66,56,0.8484848484848485,0.43333333333333335,0,2,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
111,1,485,1,0,35,70,14,0.8596491228070176,29,56,1.9310344827586208,1.0,0,1,
37,1,485,1,0,35,24,14,0.7263157894736842,29,56,1.9310344827586208,1.0,0,2,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
13,3,485,1,0,35,5,14,0.8,37,44,1.1891891891891893,1.0,7,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
66,43,575,2,6,99,24,23,0.9684418145956607,1011,318,0.314540059347181,0.6363636363636364,0,1,
3,43,575,2,0,99,1,23,0.9789612097304405,1011,318,0.314540059347181,1.0,0,1,
3,43,575,2,4,99,1,23,0.16896778435239973,1011,318,0.314540059347181,0.6666666666666666,1,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
104,26,575,1,5,99,31,23,0.5476190476190477,381,94,0.24671916010498687,0.5100844277673546,0,1,
40,26,575,1,5,99,12,23,0.6263736263736264,381,94,0.24671916010498687,0.5447368421052632,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
49,1,129,1,8,10,30,6,0.6330275229357798,45,56,1.2444444444444445,0.3469387755102041,0,2,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
18,7,205,1,8,16,6,6,0.27413127413127414,164,56,0.34146341463414637,0.2222222222222222,0,2,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
42,2,294,1,10,16,22,9,0.8726591760299626,170,57,0.3352941176470588,0.24285714285714283,2,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
2,1,164,1,0,15,1,9,0.8674698795180723,43,28,0.6511627906976745,1.0,0,2,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
31,6,201,1,8,15,15,6,0.2803347280334728,157,56,0.35668789808917195,0.5241935483870968,0,2,
2,29,81,6,0,52,1,12,0.37409493161705554,927,187,0.2017259978425027,1.0,0,1,
2,29,81,6,0,52,1,12,0.3813354786806114,927,187,0.2017259978425027,1.0,0,1,
21,29,81,6,6,52,6,12,0.4770716009654063,927,187,0.2017259978425027,0.23809523809523808,0,1,
173,29,81,6,8,52,36,12,0.6323411102172164,927,187,0.2017259978425027,0.046242774566473986,0,1,
0,29,81,6,8,52,1,12,0.666130329847144,927,187,0.2017259978425027,1.0,0,1,
0,29,81,6,0,52,1,12,0.912308930008045,927,187,0.2017259978425027,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
66,13,81,1,4,52,21,12,0.8495867768595041,427,121,0.28337236533957844,0.10606060606060606,0,1,
4,13,81,1,0,52,1,12,0.6165289256198347,427,121,0.28337236533957844,1.0,0,32,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,2,321,2,4,29,1,10,0.6020942408376964,98,69,0.7040816326530612,1.0,0,1,
0,2,321,2,0,29,1,10,0.8586387434554974,98,69,0.7040816326530612,1.0,0,1,
0,2,321,2,0,29,1,10,0.9109947643979057,98,69,0.7040816326530612,1.0,0,1,
0,2,321,2,0,29,1,10,0.9581151832460733,98,69,0.7040816326530612,1.0,0,1,
0,6,381,3,4,58,1,12,0.33532934131736525,94,49,0.5212765957446809,1.0,0,1,
3,14,381,1,4,58,1,12,0.4881889763779528,83,27,0.3253012048192771,0.6666666666666666,0,2,
4,7,381,1,4,58,1,12,0.6062992125984252,53,62,1.169811320754717,0.5,0,1,
3,7,381,1,4,58,1,12,0.7007874015748031,53,62,1.169811320754717,0.6666666666666666,0,1,
9,7,381,1,4,58,2,12,0.47244094488188976,53,62,1.169811320754717,0.2222222222222222,13,1,
11,5,381,1,0,58,1,12,0.921875,64,52,0.8125,1.0,4,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
12,4,381,2,0,58,3,12,0.8866666666666667,85,55,0.6470588235294118,1.0,0,1,
0,4,381,2,9,58,1,12,0.7666666666666667,85,55,0.6470588235294118,1.0,0,1,
0,10,40,1,2,14,1,3,0.3333333333333333,52,25,0.4807692307692308,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
11,3,33,2,0,8,4,5,0.8503401360544217,158,119,0.7531645569620253,1.0,7,2,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
100,1,141,1,0,10,69,6,0.9102564102564102,53,56,1.0566037735849056,1.0,0,1,
50,1,141,1,8,10,35,6,0.5897435897435898,53,56,1.0566037735849056,0.34,0,2,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
3,18,470,1,4,120,1,25,0.3485714285714286,76,74,0.9736842105263158,0.6666666666666666,0,1,
9,18,470,1,4,120,1,25,0.24,76,74,0.9736842105263158,0.3333333333333333,0,1,
32,3,352,3,4,72,7,19,0.4673913043478261,61,19,0.3114754098360656,0.09375,0,1,
7,17,352,2,6,72,2,19,0.9045936395759717,195,42,0.2153846153846154,0.5714285714285714,0,1,
14,17,352,2,6,72,3,19,0.6749116607773852,195,42,0.2153846153846154,0.2857142857142857,0,1,
0,17,352,2,6,72,1,19,0.3250883392226148,195,42,0.2153846153846154,1.0,0,1,
0,5,119,1,2,32,1,9,0.4909090909090909,28,19,0.6785714285714286,1.0,0,1,
0,6,119,1,2,32,1,9,0.4117647058823529,40,19,0.475,1.0,0,1,
0,5,119,1,2,32,1,9,0.4745762711864407,32,19,0.59375,1.0,0,1,
0,6,119,1,2,32,1,9,0.4117647058823529,40,19,0.475,1.0,0,1,
10,4,1,1,6,9,3,3,0.9285714285714286,60,30,0.5,0.4,3,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
18,3,168,2,8,12,11,7,0.9482758620689655,111,51,0.4594594594594595,0.5,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
39,6,3399,1,10,160,12,52,0.905,151,34,0.2251655629139073,0.6538461538461539,5,1,
0,10,3399,1,4,160,1,52,0.2852760736196319,159,123,0.7735849056603774,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
5,10,38,1,4,25,1,6,0.9134615384615384,55,34,0.6181818181818182,0.6,0,1,
0,10,38,1,2,25,1,6,0.27884615384615385,55,34,0.6181818181818182,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,4,331,1,10,29,1,9,0.8,89,43,0.48314606741573035,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,2,209,1,4,19,1,9,0.6936936936936937,40,60,1.5,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,1,233,1,2,32,1,15,0.75,11,21,1.9090909090909092,1.0,0,1,
0,3,233,1,3,32,1,15,0.6037735849056604,25,21,0.84,1.0,0,1,
0,1,233,1,2,32,1,15,0.7631578947368421,12,22,1.8333333333333333,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
28,3,193,1,0,24,7,9,0.7227722772277227,52,34,0.6538461538461539,1.0,14,1,
13,5,193,1,0,24,2,9,0.9320987654320988,96,51,0.53125,1.0,3,2,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
100,3,332,1,8,28,59,17,0.3859223300970874,124,56,0.45161290322580644,0.24368421052631578,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
2,1,332,1,0,28,1,17,0.6862745098039216,63,28,0.4444444444444444,1.0,0,2,
6,6,332,5,0,28,3,17,0.9418604651162791,208,103,0.4951923076923077,1.0,0,1,
32,6,332,5,4,28,12,17,0.9273255813953488,208,103,0.4951923076923077,0.96875,0,1,
0,6,332,5,0,28,1,17,0.5697674418604651,208,103,0.4951923076923077,1.0,0,1,
10,9,1,1,6,9,3,2,0.9607843137254902,96,93,0.96875,0.4,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,16,95,3,5,32,1,6,0.9865092748735245,300,238,0.7933333333333333,1.0,0,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
10,3,75,1,0,6,3,3,0.7592592592592593,48,51,1.0625,1.0,0,1,
262,2,147,1,10,5,85,3,0.8390804597701149,142,25,0.176056338028169,0.2600508905852418,12,0,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
20,2,1329,1,0,131,6,20,0.8356164383561644,38,24,0.631578947368421,1.0,8,1,
20,2,1329,1,0,131,6,20,0.7534246575342466,38,24,0.631578947368421,1.0,8,1,
30,23,5408,5,7,1130,10,239,0.7136563876651982,253,155,0.6126482213438735,0.5775100401606426,17,1,
0,9,1329,1,2,131,1,20,0.358695652173913,99,61,0.6161616161616161,1.0,0,1,
6,24,1329,1,4,131,1,20,0.17615176151761516,458,176,0.38427947598253276,0.6666666666666666,0,1,
6,24,1329,1,4,131,1,20,0.36720867208672087,458,176,0.38427947598253276,0.6666666666666666,0,1,
6,24,1329,1,4,131,1,20,0.2222222222222222,458,176,0.38427947598253276,0.6666666666666666,0,1,
6,24,1329,1,4,131,1,20,0.31029810298102983,458,176,0.38427947598253276,0.6666666666666666,0,1,
0,24,1329,1,4,131,1,20,0.6734417344173442,458,176,0.38427947598253276,1.0,0,1,
