F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
0,1,72,1,6,15,1,6,0.9375,11,18,1.6363636363636365,1.0,0,1,
0,2,72,1,7,15,1,6,0.8043478260869565,21,18,0.8571428571428571,1.0,0,1,
26,14,665,1,12,155,6,16,0.6383928571428571,164,26,0.15853658536585366,0.6923076923076923,0,1,
15,14,665,1,12,155,5,16,0.9642857142857143,164,26,0.15853658536585366,0.6666666666666666,10,1,
3,9,665,1,8,155,1,16,0.8293650793650794,45,65,1.4444444444444444,0.6666666666666666,0,0,
3,9,665,1,6,155,1,16,0.9087301587301587,45,65,1.4444444444444444,0.8333333333333334,0,0,
13,35,665,1,8,155,5,16,0.8380462724935732,258,66,0.2558139534883721,0.5629370629370629,2,1,
4,15,802,1,8,158,1,20,0.8353909465020576,180,29,0.16111111111111112,0.5,0,1,
4,15,802,1,8,158,1,20,0.8065843621399177,180,29,0.16111111111111112,0.5,0,1,
45,15,802,1,12,158,9,20,0.39094650205761317,180,29,0.16111111111111112,0.13333333333333333,25,1,
45,15,802,1,16,158,9,20,0.5802469135802469,180,29,0.16111111111111112,0.7333333333333333,25,1,
45,15,802,1,12,158,9,20,0.6378600823045267,180,29,0.16111111111111112,0.9555555555555556,25,1,
18,12,802,1,16,158,4,20,0.845703125,427,33,0.07728337236533958,0.5,0,1,
64,12,802,1,28,158,24,20,0.28125,427,33,0.07728337236533958,0.65625,0,1,
64,12,802,1,20,158,24,20,0.318359375,427,33,0.07728337236533958,0.84375,0,1,
24,12,802,1,16,158,8,20,0.4375,427,33,0.07728337236533958,0.20833333333333334,23,1,
0,18,802,1,7,158,1,20,0.0390625,210,121,0.5761904761904761,1.0,0,1,
0,7,802,1,4,158,1,20,0.11811023622047244,50,60,1.2,1.0,0,1,
0,2,802,1,10,158,1,20,0.8048780487804879,14,24,1.7142857142857142,1.0,0,1,
0,2,802,1,10,158,1,20,0.8048780487804879,14,24,1.7142857142857142,1.0,0,1,
0,7,802,1,4,158,1,20,0.11811023622047244,50,60,1.2,1.0,0,1,
0,9,802,1,4,158,1,20,0.09316770186335403,59,82,1.3898305084745763,1.0,0,1,
0,19,802,1,5,158,1,20,0.052083333333333336,129,121,0.937984496124031,1.0,0,1,
29,30,652,1,12,37,10,2,0.7259933774834437,849,305,0.35924617196702,0.20689655172413793,0,1,
29,30,652,1,12,37,9,2,0.7682119205298014,849,305,0.35924617196702,0.20689655172413793,0,1,
32,30,652,1,12,37,11,2,0.8104304635761589,849,305,0.35924617196702,0.1875,0,1,
56,30,652,1,12,37,18,2,0.8559602649006622,849,305,0.35924617196702,0.10714285714285714,0,1,
13,30,652,1,16,37,3,2,0.30629139072847683,849,305,0.35924617196702,0.3076923076923077,0,1,
13,30,652,1,16,37,3,2,0.33112582781456956,849,305,0.35924617196702,0.3076923076923077,0,1,
3,30,652,1,8,37,1,2,0.12831125827814568,849,305,0.35924617196702,0.6666666666666666,0,1,
3,30,652,1,8,37,1,2,0.201158940397351,849,305,0.35924617196702,0.6666666666666666,0,1,
13,30,652,1,12,37,3,2,0.16142384105960264,849,305,0.35924617196702,0.6267806267806268,0,1,
6,30,652,1,8,37,2,2,0.18543046357615894,849,305,0.35924617196702,0.6333333333333333,0,1,
13,30,652,1,12,37,3,2,0.2533112582781457,849,305,0.35924617196702,0.6267806267806268,0,1,
13,30,652,1,12,37,3,2,0.2781456953642384,849,305,0.35924617196702,0.6267806267806268,0,1,
13,30,652,1,12,37,3,2,0.32781456953642385,849,305,0.35924617196702,0.6267806267806268,0,1,
8,30,652,1,10,37,4,2,0.3526490066225166,849,305,0.35924617196702,0.6375,0,1,
13,30,652,1,12,37,3,2,0.3716887417218543,849,305,0.35924617196702,0.6267806267806268,2,1,
27,7,652,1,0,37,9,2,0.44609665427509293,180,73,0.40555555555555556,1.0,0,1,
32,7,652,1,0,37,9,2,0.9516728624535316,180,73,0.40555555555555556,1.0,44,1,
32,7,652,1,0,37,9,2,0.8996282527881041,180,73,0.40555555555555556,1.0,44,1,
3,33,1274,1,8,226,1,28,0.8156424581005587,217,57,0.2626728110599078,0.6666666666666666,0,1,
3,33,1274,1,8,226,1,28,0.6340782122905028,217,57,0.2626728110599078,0.6666666666666666,0,1,
3,33,1274,1,8,226,1,28,0.5446927374301676,217,57,0.2626728110599078,0.6666666666666666,1,1,
0,12,1274,2,21,226,1,28,0.6855123674911661,195,28,0.14358974358974358,1.0,0,1,
112,18,1274,4,0,226,54,28,0.7875399361022364,487,45,0.09240246406570841,1.0,0,1,
0,18,1274,4,16,226,1,28,0.16932907348242812,487,45,0.09240246406570841,1.0,0,1,
3,5,1274,1,8,226,2,28,0.9819819819819819,71,19,0.2676056338028169,0.6666666666666666,0,1,
27,5,1274,1,0,226,8,28,0.5945945945945946,71,19,0.2676056338028169,1.0,19,1,
0,12,1274,1,8,226,1,28,0.42857142857142855,52,24,0.46153846153846156,1.0,0,1,
0,2,373,2,12,59,1,17,0.6451612903225806,28,23,0.8214285714285714,1.0,0,1,
10,5,373,1,0,59,4,17,0.5425531914893617,54,26,0.48148148148148145,1.0,6,1,
0,2,373,2,12,59,1,17,0.6451612903225806,28,23,0.8214285714285714,1.0,0,1,
15,13,97,2,20,16,5,3,0.6830357142857143,138,37,0.26811594202898553,0.6,0,1,
7,13,97,2,8,16,1,3,0.8660714285714286,138,37,0.26811594202898553,0.42857142857142855,0,1,
11,13,97,2,8,16,1,3,0.5446428571428571,138,37,0.26811594202898553,0.7272727272727273,3,1,
11,13,97,2,12,16,1,3,0.5044642857142857,138,37,0.26811594202898553,0.2727272727272727,3,1,
3,7,1472,6,0,87,1,16,0.6673819742489271,317,77,0.24290220820189273,1.0,0,1,
0,7,1472,6,12,87,1,16,0.5407725321888412,317,77,0.24290220820189273,1.0,0,1,
3,7,1472,6,16,87,1,16,0.37124463519313305,317,77,0.24290220820189273,0.3333333333333333,0,1,
0,2,1472,1,8,87,1,16,0.6071428571428571,33,18,0.5454545454545454,1.0,0,1,
12,2,1472,1,12,87,3,16,0.8571428571428571,33,18,0.5454545454545454,0.5,9,1,
7,4,1122,1,8,92,3,20,0.9625468164794008,168,36,0.21428571428571427,0.42857142857142855,6,2,
23,7,1122,1,16,92,4,20,0.3177570093457944,150,25,0.16666666666666666,0.5652173913043478,0,1,
9,7,1122,1,8,92,2,20,0.49065420560747663,150,25,0.16666666666666666,0.6666666666666666,10,1,
12,7,1122,1,10,92,4,20,0.6915887850467289,150,25,0.16666666666666666,0.5833333333333334,0,1,
9,7,1122,1,7,92,2,20,0.4485981308411215,150,25,0.16666666666666666,0.6111111111111112,10,1,
12,18,1122,1,8,92,1,20,0.6224188790560472,248,23,0.09274193548387097,0.6666666666666666,15,1,
26,27,1122,4,16,92,5,20,0.24734982332155478,851,75,0.0881316098707403,0.6923076923076923,0,1,
0,27,1122,4,12,92,1,20,0.37014134275618377,851,75,0.0881316098707403,1.0,0,1,
0,10,1122,3,12,92,1,20,0.42780748663101603,128,23,0.1796875,1.0,0,1,
8,6,172,4,8,39,1,11,0.918918918918919,96,21,0.21875,0.75,0,1,
8,6,172,4,8,39,1,11,0.5675675675675675,96,21,0.21875,0.75,0,1,
24,6,172,4,8,39,2,11,0.8175675675675675,96,21,0.21875,0.9166666666666666,0,1,
0,6,172,4,14,39,1,11,0.6554054054054054,96,21,0.21875,1.0,0,1,
0,6,172,4,12,39,1,11,0.7432432432432432,96,21,0.21875,1.0,0,1,
0,6,172,4,8,39,1,11,0.581081081081081,96,21,0.21875,1.0,0,1,
3,103,1180,1,8,361,1,21,0.2520852641334569,811,44,0.05425400739827373,0.6666666666666666,0,1,
4,103,1180,1,8,361,1,21,0.3818350324374421,811,44,0.05425400739827373,0.5,1,1,
3,41,1180,1,8,361,2,21,0.9269521410579346,287,43,0.14982578397212543,0.6666666666666666,3,1,
0,3,846,1,3,194,1,22,0.5925925925925926,22,23,1.0454545454545454,1.0,0,1,
0,11,1180,1,4,361,1,21,0.3937007874015748,76,31,0.40789473684210525,1.0,0,1,
0,6,756,1,4,121,1,21,0.3262411347517731,82,36,0.43902439024390244,1.0,0,1,
10,6,756,1,8,121,7,21,0.6099290780141844,82,36,0.43902439024390244,0.5444444444444445,1,0,
7,3,756,1,8,121,5,21,0.864406779661017,32,17,0.53125,0.2857142857142857,5,1,
12,3,756,1,8,121,7,21,0.7868852459016393,33,19,0.5757575757575758,0.16666666666666666,14,1,
0,178,4916,1,6,684,1,65,0.041837198726693954,1617,224,0.13852813852813853,1.0,0,1,
14,16,756,1,0,121,3,21,0.9005524861878453,256,63,0.24609375,1.0,0,0,
8,16,756,1,0,121,4,21,0.856353591160221,256,63,0.24609375,1.0,0,1,
8,16,756,1,0,121,4,21,0.8314917127071824,256,63,0.24609375,1.0,0,1,
4,16,756,1,0,121,2,21,0.7734806629834254,256,63,0.24609375,1.0,0,1,
6,16,756,1,8,121,1,21,0.988950276243094,256,63,0.24609375,0.6666666666666666,0,1,
7,16,756,1,0,121,2,21,0.8038674033149171,256,63,0.24609375,1.0,0,1,
7,16,756,1,8,121,2,21,0.9558011049723757,256,63,0.24609375,0.5714285714285714,6,1,
0,10,2743,2,8,287,1,62,0.740909090909091,160,23,0.14375,1.0,0,1,
27,4,2743,1,12,287,6,62,0.8617886178861789,75,29,0.38666666666666666,0.5925925925925926,17,2,
0,3,2743,3,9,287,1,62,0.8187134502923976,104,40,0.38461538461538464,1.0,0,1,
0,4,2743,2,12,287,1,62,0.6716417910447762,40,17,0.425,1.0,0,1,
24,2,2743,1,0,287,3,62,0.8942307692307693,57,28,0.49122807017543857,1.0,0,1,
50,2,2743,1,0,287,16,62,0.8333333333333334,139,26,0.18705035971223022,1.0,37,1,
15,4,2743,2,0,287,3,62,0.41714285714285715,123,33,0.2682926829268293,1.0,3,1,
50,14,2743,4,20,287,17,62,0.2973523421588595,380,43,0.11315789473684211,0.54,0,1,
0,14,2743,4,0,287,1,62,0.5682281059063137,380,43,0.11315789473684211,1.0,0,1,
6,7,2743,1,8,287,1,62,0.4852941176470588,103,19,0.18446601941747573,0.8333333333333334,0,1,
6,7,2743,1,4,287,1,62,0.5588235294117647,103,19,0.18446601941747573,1.0,2,1,
111,9,2743,1,8,287,28,62,0.628415300546448,190,70,0.3684210526315789,0.02702702702702703,21,0,
37,9,2743,1,16,287,10,62,0.5770491803278689,190,70,0.3684210526315789,0.35135135135135137,21,1,
37,9,2743,1,0,287,10,62,0.639344262295082,190,70,0.3684210526315789,1.0,21,1,
3,50,2743,1,0,287,1,62,0.128125,240,24,0.1,1.0,1,1,
28,8,2743,3,12,287,3,62,0.2088607594936709,387,31,0.08010335917312661,0.21428571428571427,0,0,
8,8,2743,3,12,287,2,62,0.41139240506329117,387,31,0.08010335917312661,0.625,0,1,
14,8,2743,3,8,287,2,62,0.31645569620253167,387,31,0.08010335917312661,0.8571428571428571,0,1,
0,8,2743,3,0,287,1,62,0.19831223628691982,387,31,0.08010335917312661,1.0,0,1,
14,8,2743,3,0,287,2,62,0.4451476793248945,387,31,0.08010335917312661,1.0,0,1,
27,3,2743,2,8,287,4,62,0.558282208588957,120,17,0.14166666666666666,0.18518518518518517,0,1,
27,3,2743,2,8,287,4,62,0.7484662576687117,120,17,0.14166666666666666,0.9259259259259259,0,1,
21,3,2743,2,8,287,1,62,0.3987730061349693,120,17,0.14166666666666666,0.2857142857142857,0,1,
0,3,2743,2,7,287,1,62,0.7852760736196319,120,17,0.14166666666666666,1.0,0,1,
0,1,529,2,10,74,1,19,0.6730769230769231,29,17,0.5862068965517241,1.0,0,1,
0,1,529,2,11,74,1,19,0.75,25,17,0.68,1.0,0,1,
0,5,529,2,10,74,1,19,0.6880733944954128,77,17,0.22077922077922077,1.0,0,1,
0,10,529,2,9,74,1,19,0.6106194690265486,166,29,0.1746987951807229,1.0,0,1,
0,4,61,1,12,11,1,3,0.4144144144144144,66,26,0.3939393939393939,1.0,0,1,
0,4,61,1,12,11,1,3,0.9279279279279279,66,26,0.3939393939393939,1.0,0,1,
0,13,2626,1,5,736,1,83,0.06159420289855073,100,146,1.46,1.0,0,1,
0,7,2626,1,5,736,1,83,0.1390728476821192,61,72,1.180327868852459,1.0,0,1,
0,11,2626,1,4,736,1,83,0.07555555555555556,79,122,1.5443037974683544,1.0,0,1,
0,7,2626,1,5,736,1,83,0.1360544217687075,61,68,1.1147540983606556,1.0,0,1,
0,15,2626,1,4,736,1,83,0.06920415224913495,98,161,1.6428571428571428,1.0,0,1,
0,15,2626,1,4,736,1,83,0.06920415224913495,98,161,1.6428571428571428,1.0,0,1,
0,19,2626,1,5,736,1,83,0.04335260115606936,135,173,1.2814814814814814,1.0,0,1,
0,19,2626,1,5,736,1,83,0.04335260115606936,135,173,1.2814814814814814,1.0,0,1,
0,11,2626,1,5,736,1,83,0.0958904109589041,90,104,1.1555555555555554,1.0,0,1,
0,11,2626,1,5,736,1,83,0.0851063829787234,82,79,0.9634146341463414,1.0,0,1,
0,22,2626,1,4,736,1,83,0.047872340425531915,144,189,1.3125,1.0,0,1,
0,27,2626,1,4,736,1,83,0.036020583190394515,160,370,2.3125,1.0,0,1,
0,7,2626,1,5,736,1,83,0.1111111111111111,72,62,0.8611111111111112,1.0,0,1,
12,14,2626,1,8,736,3,83,0.3854166666666667,108,145,1.3425925925925926,0.5654761904761905,0,1,
0,3,2626,1,4,736,1,83,0.19767441860465115,33,42,1.2727272727272727,1.0,0,1,
0,3,2626,1,4,736,1,83,0.19767441860465115,33,42,1.2727272727272727,1.0,0,1,
3,4,2626,1,4,736,1,83,0.6140350877192983,24,24,1.0,0.3333333333333333,1,1,
0,3,2626,1,4,736,1,83,0.2,33,31,0.9393939393939394,1.0,0,1,
0,3,2626,1,4,736,1,83,0.2,33,31,0.9393939393939394,1.0,0,1,
0,15,2626,1,5,736,1,83,0.05142857142857143,113,203,1.7964601769911503,1.0,0,1,
0,7,2626,1,5,736,1,83,0.14583333333333334,61,65,1.0655737704918034,1.0,0,1,
0,12,2626,1,5,736,1,83,0.06976744186046512,107,78,0.7289719626168224,1.0,0,1,
3,4,2626,1,4,736,1,83,0.6140350877192983,24,24,1.0,0.3333333333333333,1,1,
0,4,2626,1,4,736,1,83,0.16304347826086957,37,40,1.0810810810810811,1.0,0,1,
0,4,2626,1,4,736,1,83,0.16304347826086957,37,40,1.0810810810810811,1.0,0,1,
0,13,2626,1,6,736,1,83,0.05263157894736842,158,90,0.569620253164557,1.0,0,1,
0,6,2626,1,4,736,1,83,0.1282051282051282,46,53,1.1521739130434783,1.0,0,1,
0,7,2626,1,5,736,1,83,0.12142857142857143,61,61,1.0,1.0,0,1,
0,11,2626,1,4,736,1,83,0.09333333333333334,79,122,1.5443037974683544,1.0,0,1,
0,17,2626,1,4,736,1,83,0.04956268221574344,114,195,1.7105263157894737,1.0,0,1,
61,61,2626,1,0,736,18,83,0.3355965082444229,385,532,1.3818181818181818,1.0,0,1,
0,61,2626,1,5,736,1,83,0.02133850630455868,385,532,1.3818181818181818,1.0,0,1,
0,61,2626,1,5,736,1,83,0.02133850630455868,385,532,1.3818181818181818,1.0,0,1,
49,30,2626,1,0,736,14,83,0.4121739130434783,229,284,1.240174672489083,1.0,0,1,
0,30,2626,1,5,736,1,83,0.034782608695652174,229,284,1.240174672489083,1.0,0,1,
0,18,2626,1,4,736,1,83,0.05460750853242321,118,139,1.1779661016949152,1.0,0,1,
0,7,2626,1,5,736,1,83,0.10869565217391304,61,59,0.9672131147540983,1.0,0,1,
0,13,2626,1,4,736,1,83,0.08013937282229965,96,160,1.6666666666666667,1.0,0,1,
0,12,2626,1,5,736,1,83,0.06465517241379311,115,84,0.7304347826086957,1.0,0,1,
6,29,2626,1,0,736,2,83,0.7995689655172413,204,201,0.9852941176470589,1.0,0,1,
0,29,2626,1,5,736,1,83,0.04310344827586207,204,201,0.9852941176470589,1.0,0,1,
0,29,2626,1,5,736,1,83,0.04310344827586207,204,201,0.9852941176470589,1.0,0,1,
0,3,2626,1,5,736,1,83,0.15306122448979592,37,49,1.3243243243243243,1.0,0,1,
0,3,2626,1,5,736,1,83,0.15306122448979592,37,49,1.3243243243243243,1.0,0,1,
0,9,2626,1,6,736,1,83,0.08241758241758242,93,63,0.6774193548387096,1.0,0,1,
0,12,2626,1,4,736,1,83,0.08823529411764706,83,126,1.5180722891566265,1.0,0,1,
0,12,2626,1,4,736,1,83,0.08823529411764706,83,126,1.5180722891566265,1.0,0,1,
0,1,2626,1,5,736,1,83,0.3617021276595745,24,17,0.7083333333333334,1.0,0,1,
0,1,2626,1,5,736,1,83,0.3617021276595745,24,17,0.7083333333333334,1.0,0,1,
3,4,2626,1,4,736,1,83,0.6140350877192983,24,24,1.0,0.3333333333333333,1,1,
3,4,2626,1,8,736,1,83,0.631578947368421,24,24,1.0,0.6666666666666666,1,1,
0,5,2626,1,5,736,1,83,0.12605042016806722,52,52,1.0,1.0,0,1,
0,10,2626,1,4,736,1,83,0.09340659340659341,74,80,1.0810810810810811,1.0,0,1,
0,10,2626,1,4,736,1,83,0.09340659340659341,74,80,1.0810810810810811,1.0,0,1,
0,11,2626,1,4,736,1,83,0.08808290155440414,79,90,1.139240506329114,1.0,0,1,
6,25,2626,1,0,736,2,83,0.859375,167,168,1.0059880239520957,1.0,0,1,
0,25,2626,1,5,736,1,83,0.052083333333333336,167,168,1.0059880239520957,1.0,0,1,
0,16,2626,1,5,736,1,83,0.06177606177606178,114,109,0.956140350877193,1.0,0,1,
6,15,2626,1,0,736,2,83,0.95,119,127,1.0672268907563025,1.0,0,1,
0,15,2626,1,5,736,1,83,0.05357142857142857,119,127,1.0672268907563025,1.0,0,1,
12,14,2626,1,8,736,3,83,0.3854166666666667,108,145,1.3425925925925926,0.5654761904761905,0,1,
0,5,2626,1,5,736,1,83,0.14655172413793102,50,50,1.0,1.0,0,1,
0,5,2626,1,5,736,1,83,0.14655172413793102,50,50,1.0,1.0,0,1,
0,14,2626,1,4,736,1,83,0.059027777777777776,108,145,1.3425925925925926,1.0,0,1,
0,11,2626,1,4,736,1,83,0.06072874493927125,78,141,1.8076923076923077,1.0,0,1,
3,4,2626,1,4,736,1,83,0.6140350877192983,24,24,1.0,0.3333333333333333,1,1,
0,11,2626,1,4,736,1,83,0.06614785992217899,71,161,2.267605633802817,1.0,0,1,
0,11,2626,1,4,736,1,83,0.06614785992217899,71,161,2.267605633802817,1.0,0,1,
5,11,2626,1,12,736,2,83,0.9105058365758755,71,161,2.267605633802817,0.6,0,1,
0,11,2626,1,4,736,1,83,0.0860655737704918,79,141,1.7848101265822784,1.0,0,1,
0,9,2626,1,5,736,1,83,0.08196721311475409,70,92,1.3142857142857143,1.0,0,1,
82,37,1446,2,0,280,15,41,0.25784966698382494,826,29,0.035108958837772396,1.0,0,1,
82,37,1446,2,20,280,15,41,0.30352045670789723,826,29,0.035108958837772396,0.6097560975609756,0,1,
81,37,1446,2,20,280,21,41,0.8744053282588011,826,29,0.035108958837772396,0.2962962962962963,0,1,
36,37,1446,2,0,280,12,41,0.5908658420551856,826,29,0.035108958837772396,1.0,0,1,
0,37,1446,2,16,280,1,41,0.813510941960038,826,29,0.035108958837772396,1.0,0,1,
3,32,1446,1,8,280,1,41,0.8654970760233918,239,31,0.1297071129707113,0.6666666666666666,0,1,
4,32,1446,1,8,280,1,41,0.8801169590643275,239,31,0.1297071129707113,0.5,1,1,
3,6,1446,1,8,280,1,41,0.7375,49,18,0.3673469387755102,0.6666666666666666,0,1,
3,6,1446,1,8,280,1,41,0.8125,49,18,0.3673469387755102,0.6666666666666666,0,1,
3,6,1446,1,8,280,1,41,0.9625,49,18,0.3673469387755102,0.6666666666666666,0,1,
3,6,1446,1,8,280,1,41,0.8875,49,18,0.3673469387755102,0.6666666666666666,0,1,
18,5,1446,1,8,280,3,41,0.453125,60,49,0.8166666666666667,0.1111111111111111,0,0,
14,21,883,1,0,63,1,25,0.33047210300429186,304,28,0.09210526315789473,1.0,0,1,
15,21,883,1,8,63,3,25,0.9399141630901288,304,28,0.09210526315789473,0.13333333333333333,11,1,
51,10,883,4,0,63,7,25,0.6056338028169014,201,37,0.18407960199004975,1.0,0,1,
0,10,883,4,18,63,1,25,0.5140845070422535,201,37,0.18407960199004975,1.0,0,1,
0,10,883,4,18,63,1,25,0.5598591549295775,201,37,0.18407960199004975,1.0,0,1,
0,10,883,4,12,63,1,25,0.6619718309859155,201,37,0.18407960199004975,1.0,0,1,
0,3,883,8,0,63,1,25,0.5866666666666667,318,19,0.059748427672955975,1.0,0,1,
0,3,883,8,0,63,1,25,0.816,318,19,0.059748427672955975,1.0,0,1,
10,18,883,7,8,63,1,25,0.9274509803921569,355,23,0.0647887323943662,0.5,0,1,
0,18,883,7,8,63,1,25,0.8725490196078431,355,23,0.0647887323943662,1.0,0,1,
0,18,883,7,8,63,1,25,0.8745098039215686,355,23,0.0647887323943662,1.0,0,1,
24,6,129,1,8,19,4,5,0.44274809160305345,92,23,0.25,0.25,0,0,
10,3,129,1,8,19,3,5,0.5043478260869565,77,23,0.2987012987012987,0.8,0,1,
35,68,5355,1,12,179,11,3,0.20379839298758218,3292,685,0.2080801944106926,0.17142857142857143,0,1,
26,68,5355,1,12,179,8,3,0.21816411005600195,3292,685,0.2080801944106926,0.23076923076923078,0,1,
32,68,5355,1,12,179,10,3,0.2296079863647431,3292,685,0.2080801944106926,0.1875,0,1,
26,68,5355,1,12,179,8,3,0.24299975651327002,3292,685,0.2080801944106926,0.23076923076923078,0,1,
107,68,5355,1,12,179,35,3,0.2544436328220112,3292,685,0.2080801944106926,0.056074766355140186,0,1,
80,68,5355,1,12,179,26,3,0.2921840759678597,3292,685,0.2080801944106926,0.075,0,1,
38,68,5355,1,12,179,15,3,0.3211589968346725,3292,685,0.2080801944106926,0.15789473684210525,0,1,
26,68,5355,1,12,179,8,3,0.33649866082298513,3292,685,0.2080801944106926,0.23076923076923078,0,1,
57,68,5355,1,12,179,18,3,0.34794253713172635,3292,685,0.2080801944106926,0.10526315789473684,0,1,
56,68,5355,1,12,179,20,3,0.36936936936936937,3292,685,0.2080801944106926,0.10714285714285714,0,1,
32,68,5355,1,12,179,10,3,0.3905527148770392,3292,685,0.2080801944106926,0.1875,0,1,
41,68,5355,1,12,179,13,3,0.4039444850255661,3292,685,0.2080801944106926,0.14634146341463414,0,1,
60,68,5355,1,12,179,19,3,0.4202580959337716,3292,685,0.2080801944106926,0.1,0,1,
38,68,5355,1,12,179,12,3,0.4426588750913075,3292,685,0.2080801944106926,0.15789473684210525,0,1,
26,68,5355,1,12,179,9,3,0.4579985390796202,3292,685,0.2080801944106926,0.23076923076923078,0,1,
29,68,5355,1,12,179,10,3,0.46944241538836134,3292,685,0.2080801944106926,0.20689655172413793,0,1,
47,68,5355,1,12,179,15,3,0.4818602386169954,3292,685,0.2080801944106926,0.1276595744680851,0,1,
26,68,5355,1,12,179,8,3,0.5001217433649866,3292,685,0.2080801944106926,0.23076923076923078,0,1,
32,68,5355,1,12,179,10,3,0.5115656196737278,3292,685,0.2080801944106926,0.1875,0,1,
47,68,5355,1,12,179,15,3,0.5249573898222547,3292,685,0.2080801944106926,0.1276595744680851,0,1,
197,68,5355,1,12,179,66,3,0.543218894570246,3292,685,0.2080801944106926,0.030456852791878174,0,1,
87,68,5355,1,12,179,28,3,0.6104212320428537,3292,685,0.2080801944106926,0.06896551724137931,0,1,
45,68,5355,1,12,179,23,3,0.6415875334794253,3292,685,0.2080801944106926,0.13333333333333333,0,1,
26,68,5355,1,12,179,8,3,0.659118578037497,3292,685,0.2080801944106926,0.23076923076923078,0,1,
32,68,5355,1,12,179,11,3,0.6705624543462382,3292,685,0.2080801944106926,0.1875,0,1,
44,68,5355,1,12,179,14,3,0.6839542244947651,3292,685,0.2080801944106926,0.13636363636363635,0,1,
65,68,5355,1,12,179,22,3,0.7012417823228634,3292,685,0.2080801944106926,0.09230769230769231,0,1,
35,68,5355,1,12,179,11,3,0.7253469685902119,3292,685,0.2080801944106926,0.17142857142857143,0,1,
32,68,5355,1,12,179,10,3,0.7397126856586316,3292,685,0.2080801944106926,0.1875,0,1,
44,68,5355,1,12,179,14,3,0.7531044558071585,3292,685,0.2080801944106926,0.13636363636363635,0,1,
32,68,5355,1,12,179,10,3,0.7703920136352569,3292,685,0.2080801944106926,0.1875,0,1,
23,68,5355,1,12,179,7,3,0.7837837837837838,3292,685,0.2080801944106926,0.2608695652173913,0,1,
96,68,5355,1,12,179,31,3,0.794253713172632,3292,685,0.2080801944106926,0.0625,0,1,
32,68,5355,1,12,179,11,3,0.8283418553688824,3292,685,0.2080801944106926,0.1875,0,1,
47,68,5355,1,12,179,16,3,0.8417336255174093,3292,685,0.2080801944106926,0.1276595744680851,0,1,
41,68,5355,1,12,179,13,3,0.8599951302654005,3292,685,0.2080801944106926,0.14634146341463414,0,1,
38,68,5355,1,12,179,12,3,0.876308741173606,3292,685,0.2080801944106926,0.15789473684210525,0,1,
38,68,5355,1,12,179,12,3,0.8916484051619187,3292,685,0.2080801944106926,0.15789473684210525,0,1,
32,68,5355,1,12,179,10,3,0.9069880691502313,3292,685,0.2080801944106926,0.1875,19,1,
29,68,5355,1,12,179,9,3,0.9203798392987582,3292,685,0.2080801944106926,0.20689655172413793,0,1,
53,68,5355,1,12,179,17,3,0.9327976625273923,3292,685,0.2080801944106926,0.11320754716981132,0,1,
32,68,5355,1,12,179,10,3,0.9530070611151692,3292,685,0.2080801944106926,0.1875,0,1,
29,68,5355,1,12,179,9,3,0.9663988312636961,3292,685,0.2080801944106926,0.20689655172413793,0,1,
13,68,5355,1,16,179,3,3,0.09958607255904553,3292,685,0.2080801944106926,0.3076923076923077,0,1,
